,train_start,train_end,test_start,test_end,model_type,classifier,train_size,test_size,auc-roc,p_at_1,a_at_1,r_at_1,p_at_2,a_at_2,r_at_2,p_at_5,a_at_5,r_at_5,p_at_10,a_at_10,r_at_10,p_at_20,a_at_20,r_at_20,p_at_30,a_at_30,r_at_30,p_at_50,a_at_50,r_at_50
0,2012-01-01,2012-01-31,2012-02-01,2012-02-29,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",7583,6186,0.5019745937708404,0.639344262295082,0.4248302618816683,0.01090909090909091,0.6991869918699187,0.4300032331070158,0.024055944055944058,0.7216828478964401,0.44422890397672166,0.06237762237762238,0.7168284789644013,0.4654057549304882,0.12391608391608391,0.67178658043654,0.49078564500484967,0.23244755244755244,0.7185983827493262,0.5531846104106046,0.37286713286713286,0.6275460717749758,0.5496281926931782,0.5429370629370629
1,2012-01-01,2012-01-31,2012-02-01,2012-02-29,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",7583,6186,0.4970277979393261,0.7049180327868853,0.4261235046880052,0.012027972027972029,0.7804878048780488,0.43323634012285805,0.026853146853146853,0.7572815533980582,0.4477853216941481,0.06545454545454546,0.7265372168284789,0.4673456191399935,0.1255944055944056,0.6548100242522231,0.483996120271581,0.22657342657342658,0.6371967654986523,0.504364694471387,0.33062937062937064,0.6453281603621079,0.5674102812803103,0.5583216783216783
2,2012-01-01,2012-01-31,2012-02-01,2012-02-29,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",7583,6186,0.5103156361065209,0.7049180327868853,0.4261235046880052,0.012027972027972029,0.8048780487804879,0.4342062722276107,0.027692307692307693,0.7766990291262136,0.4497251859036534,0.06713286713286713,0.7944983818770227,0.4809246686065309,0.13734265734265735,0.7073565076798707,0.5050113158745555,0.24475524475524477,0.6840970350404313,0.5324927255092143,0.35496503496503495,0.6537342386032978,0.5758163595215001,0.5655944055944055
3,2012-01-01,2012-01-31,2012-02-01,2012-02-29,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",7583,6186,0.5132020794219186,0.6721311475409836,0.42547688328483674,0.01146853146853147,0.7560975609756098,0.4322664080181054,0.026013986013986013,0.7475728155339806,0.44681538958939543,0.06461538461538462,0.7006472491909385,0.46217264791464596,0.12111888111888112,0.6822958771220695,0.49498868412544456,0.23608391608391607,0.6619946091644204,0.5192369867442612,0.3434965034965035,0.6285160038797284,0.5505981247979308,0.5437762237762238
4,2012-01-01,2012-01-31,2012-02-01,2012-02-29,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",7583,6186,0.4994177404365072,0.7540983606557377,0.42709343679275785,0.012867132867132867,0.7967479674796748,0.4338829615260265,0.027412587412587414,0.8964401294498382,0.46168768186226966,0.07748251748251749,0.948220064724919,0.511639185257032,0.16391608391608392,0.6919967663702506,0.49886841254445524,0.23944055944055945,0.6296495956873316,0.4998383446492079,0.3267132867132867,0.7533139346912383,0.6753960556094407,0.6517482517482518
5,2012-01-01,2012-01-31,2012-02-01,2012-02-29,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",7583,6186,0.5057305161326608,0.819672131147541,0.4283866795990947,0.013986013986013986,0.7479674796747967,0.4319430973165212,0.025734265734265734,0.6763754045307443,0.4397025541545425,0.05846153846153846,0.6262135922330098,0.44730035564177173,0.10825174825174826,0.6232821341956346,0.4713870029097963,0.21566433566433565,0.615633423180593,0.4914322664080181,0.31944055944055944,0.590042030391206,0.5121241513094084,0.5104895104895105
6,2012-01-01,2012-01-31,2012-02-01,2012-02-29,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",7583,6186,0.5037154266644883,0.8688524590163934,0.4293566117038474,0.014825174825174826,0.7642276422764228,0.4325897187196896,0.026293706293706295,0.6601941747572816,0.4380860006466214,0.057062937062937066,0.7783171521035599,0.47769156159068865,0.13454545454545455,0.6628940986257074,0.48722922728742324,0.22937062937062938,0.6706199460916442,0.5244099579696088,0.347972027972028,0.74426123504688,0.6663433559650824,0.6439160839160839
7,2012-01-01,2012-01-31,2012-02-01,2012-02-29,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",7583,6186,0.49336481213156813,0.7213114754098361,0.4264468153895894,0.012307692307692308,0.8130081300813008,0.43452958292919497,0.027972027972027972,0.7411003236245954,0.44616876818622697,0.06405594405594406,0.7330097087378641,0.4686388619463304,0.12671328671328672,0.7162489894907034,0.5085677335919819,0.24783216783216783,0.6814016172506738,0.5308761720012932,0.3535664335664336,0.6217264791464597,0.5438086000646621,0.5379020979020979
8,2012-01-01,2012-01-31,2012-02-01,2012-02-29,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",7583,6186,0.50535052079288,0.639344262295082,0.4248302618816683,0.01090909090909091,0.6097560975609756,0.4264468153895894,0.02097902097902098,0.6925566343042071,0.44131910766246363,0.05986013986013986,0.7152103559870551,0.465082444228904,0.12363636363636364,0.7089733225545675,0.5056579372777239,0.2453146853146853,0.6808625336927224,0.530552861299709,0.3532867132867133,0.6446815389589395,0.566763659877142,0.5577622377622378
9,2012-01-01,2012-01-31,2012-02-01,2012-02-29,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",7583,6186,0.5020390869184435,0.6721311475409836,0.42547688328483674,0.01146853146853147,0.7235772357723578,0.4309731652117685,0.024895104895104894,0.7152103559870551,0.4435822825735532,0.06181818181818182,0.7411003236245954,0.47025541545425154,0.12811188811188812,0.7049312853678253,0.5040413837698028,0.2439160839160839,0.6857142857142857,0.533462657613967,0.3558041958041958,0.6517943743937924,0.5738764953119948,0.5639160839160839
