,train_start,train_end,test_start,test_end,model_type,classifier,train_size,test_size,auc-roc,p_at_1,a_at_1,r_at_1,f1_at_1,p_at_2,a_at_2,r_at_2,f1_at_2,p_at_5,a_at_5,r_at_5,f1_at_5,p_at_10,a_at_10,r_at_10,f1_at_10,p_at_20,a_at_20,r_at_20,f1_at_20,p_at_30,a_at_30,r_at_30,f1_at_30,p_at_50,a_at_50,r_at_50,f1_at_50
0,2012-01-01,2012-04-30,2012-07-01,2012-10-31,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",21180,23294,0.4979279549118446,0.3879310344827586,0.7488623679917575,0.015522593997930321,0.02985074626865672,0.33978494623655914,0.7446982055464927,0.027250776129699898,0.050455053488743414,0.4029209621993127,0.7413926332961278,0.08088996205588134,0.1347313990232692,0.35422928295405753,0.7219455653816433,0.14229044498102794,0.20302694721299372,0.33147273507943326,0.6836953721988495,0.2662987236978268,0.2953328232593726,0.3619061247853463,0.66824074869065,0.436184891341842,0.39558892538714213,0.3395724220829398,0.5906671245814373,0.6821317695757158,0.4534250501576383
1,2012-01-01,2012-04-30,2012-07-01,2012-10-31,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",21180,23294,0.49972715391665734,0.3922413793103448,0.7489482270112475,0.01569506726457399,0.03018242122719735,0.38064516129032255,0.7463295269168027,0.03052776819592963,0.0565224333386556,0.3642611683848797,0.7375289774190779,0.07312866505691618,0.12180407928756105,0.37355088020609706,0.7258092212586932,0.1500517419799931,0.2141011443337025,0.36453413482181196,0.6969176612003091,0.2928596067609521,0.32478959449120126,0.3490269032627361,0.6605134369365502,0.4206622973439117,0.38151102768653217,0.32523396582811026,0.5763286683266077,0.6533287340462228,0.43427916308397824
2,2012-01-01,2012-04-30,2012-07-01,2012-10-31,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",21180,23294,0.4952919608846089,0.3448275862068966,0.7480037777968576,0.013797861331493619,0.026533996683250415,0.34838709677419355,0.7450416416244526,0.027940669196274578,0.05173239661504072,0.39862542955326463,0.7409633381986778,0.08002759572266299,0.13329503016374605,0.37269214255045086,0.7256375032197132,0.14970679544670576,0.21360895779500427,0.39501932159725206,0.7091096419678887,0.3173508106243532,0.3519510328997705,0.3793646250715512,0.6787155490684297,0.4572266298723698,0.41467229782574694,0.32609255602301024,0.5771872585215077,0.6550534667126595,0.43542562338779023
3,2012-01-01,2012-04-30,2012-07-01,2012-10-31,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",21180,23294,0.509430352424318,0.46551724137931033,0.7504078303425775,0.018627112797516384,0.035820895522388055,0.421505376344086,0.7479608482871125,0.03380476026215937,0.06258981318856778,0.4115120274914089,0.7422512234910277,0.08261469472231804,0.13760413674231545,0.38385573207385143,0.7278698377264532,0.1541911003794412,0.22000738279808046,0.36753971661657364,0.6981196874731691,0.29527423249396345,0.3274674827850038,0.34673726388093873,0.6591396926247102,0.41790272507761295,0.3790082903175348,0.3195672705417704,0.5706619730402679,0.6419454984477406,0.4267125250788191
4,2012-01-01,2012-04-30,2012-07-01,2012-10-31,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",21180,23294,0.5080021050098003,0.2543103448275862,0.7462007383875676,0.010175922731976544,0.01956882255389718,0.33763440860215055,0.7446123465270027,0.027078302863056226,0.05013571770716909,0.34192439862542956,0.735296642912338,0.06864436012418075,0.1143349612180408,0.3490768570201803,0.7209152571477634,0.1402207657813039,0.20007382798080472,0.3366251610133104,0.6857559886666095,0.27043808209727493,0.2999234889058914,0.4393245563823698,0.7146904782347385,0.5294929285960676,0.4802127326763648,0.28831458744741134,0.5394092899459089,0.5791652293894446,0.38498137002006305
5,2012-01-01,2012-04-30,2012-07-01,2012-10-31,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",21180,23294,0.4994133089583735,0.34913793103448276,0.7480896368163475,0.013970334598137289,0.026865671641791045,0.3655913978494624,0.7457285137803726,0.029320455329423938,0.05428708286763532,0.3479381443298969,0.7358976560487679,0.06985167299068644,0.11634587762137316,0.34392443108630316,0.7198849489138834,0.13815108658157985,0.1971207087486157,0.33791326749677975,0.6862711427835494,0.27147292169713694,0.301071155317521,0.3311390955924442,0.6497810595003005,0.3991031390134529,0.3619583919912404,0.3098652013394007,0.5609599038378982,0.6224560193170059,0.41375752364574375
6,2012-01-01,2012-04-30,2012-07-01,2012-10-31,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",21180,23294,0.4959078312168883,0.2629310344827586,0.7463724564265476,0.010520869265263884,0.02023217247097844,0.27741935483870966,0.7422082939812827,0.02224905139703346,0.041194315823087975,0.3805841924398625,0.7391602987893878,0.07640565712314591,0.12726228095374892,0.29841133533705455,0.7107838928479436,0.11986892031735082,0.1710348221976129,0.3613138686131387,0.6956297759079592,0.290272507761297,0.32192042846212704,0.3246994848311391,0.6459174036232507,0.39134184201448774,0.3549194431409354,0.3642139606765691,0.6153086631750665,0.7316315971024491,0.4863284608770421
7,2012-01-01,2012-04-30,2012-07-01,2012-10-31,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",21180,23294,0.5008620410235589,0.31896551724137934,0.7474886236799175,0.012763021731631597,0.024543946932006636,0.3096774193548387,0.7434961792736327,0.024836150396688513,0.045984352546702856,0.3006872852233677,0.7311754099768181,0.06036564332528458,0.10054582016661878,0.30012881064834696,0.7111273289259037,0.12055881338392549,0.17201919527500925,0.3145126663804208,0.6769125096591397,0.2526733356329769,0.2802218821729151,0.31568402976531196,0.6405082853953807,0.3804760262159365,0.3450649147505084,0.29458229587018114,0.5456769983686787,0.5917557778544326,0.3933505302378905
8,2012-01-01,2012-04-30,2012-07-01,2012-10-31,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",21180,23294,0.5030755563820393,0.3706896551724138,0.7485189319137976,0.01483270093135564,0.028524046434494195,0.3978494623655914,0.7470163990727225,0.03190755432907899,0.0590771195912502,0.38745704467353953,0.7398471709453078,0.07778544325629527,0.12956047112898592,0.360669815371404,0.7232334506739933,0.144877543980683,0.20671834625323,0.339201373980249,0.6867862969004894,0.27250776129699894,0.3022188217291507,0.3267029192902118,0.6471194298961106,0.3937564677474991,0.35710933833880804,0.31098136859277065,0.5620760710912681,0.6246981717833736,0.4152479220406993
9,2012-01-01,2012-04-30,2012-07-01,2012-10-31,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",21180,23294,0.5028704880733199,0.34051724137931033,0.7479179187773676,0.013625388064849949,0.026202321724709782,0.3720430107526882,0.7459860908388426,0.02983787512935495,0.0552450902123583,0.3857388316151203,0.7396754529063279,0.07744049672300793,0.12898592358517666,0.3928724774581365,0.7296728771357431,0.15781303897895826,0.22517534145441123,0.36668097896092744,0.697776251395209,0.29458433942738876,0.32670237184391737,0.3504579278763595,0.6613720271314502,0.4223870300103484,0.38307523854215547,0.3294410577831201,0.5805357602816176,0.6617799241117627,0.43989681857265694
10,2012-01-01,2012-04-30,2012-07-01,2012-10-31,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",21180,23294,0.49263287972943065,0.3706896551724138,0.7485189319137976,0.01483270093135564,0.028524046434494195,0.35913978494623655,0.7454709367219027,0.02880303552949293,0.05332907552291234,0.359106529209622,0.7370138233021379,0.07209382545705416,0.1200804366561333,0.35938170888793475,0.7229758736155233,0.14436012418075198,0.20598006644518274,0.35251180764276513,0.6921095561088693,0.2832011038289065,0.3140780413159908,0.34029765311963367,0.6552760367476603,0.4101414280786478,0.3719693414672297,0.31450158839186054,0.565596290890358,0.6317695757157641,0.41994840928632843
11,2012-01-01,2012-04-30,2012-07-01,2012-10-31,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",21180,23294,0.5024613618873985,0.3275862068965517,0.7476603417188976,0.013107968264918937,0.025207296849087894,0.36129032258064514,0.7455567957413927,0.028975508796136598,0.05364841130448667,0.38402061855670105,0.7395037348673478,0.0770955501897206,0.12841137604136743,0.38342636324602836,0.7277839787069632,0.1540186271127975,0.2197612895287314,0.3681837698583083,0.6983772645316391,0.2957916522938944,0.32804131599081865,0.3530337721808815,0.6629174894822701,0.42549154880993445,0.3858908180822775,0.32480467073066027,0.5758993732291577,0.6524663677130045,0.43370593293207227
12,2012-01-01,2012-04-30,2012-07-01,2012-10-31,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",21180,23294,0.4978058454951828,0.36637931034482757,0.7484330728943075,0.014660227664711969,0.028192371475953566,0.36989247311827955,0.7459002318193526,0.02966540186271128,0.05492575443078397,0.2929553264604811,0.7304026788014081,0.05881338392549155,0.09796035621947717,0.32632030914555604,0.7163647291147935,0.13107968264918937,0.1870308847053033,0.3473593817088879,0.6900489396411092,0.27906174542945844,0.30948737566947204,0.34273039496279334,0.6567356400789903,0.4130734736115902,0.3746284999217894,0.3162187687816605,0.567313471280158,0.6352190410486375,0.42224132989395236
13,2012-01-01,2012-04-30,2012-07-01,2012-10-31,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",21180,23294,0.5009402089915431,0.4224137931034483,0.7495492401476775,0.016902380131079683,0.03250414593698176,0.3827956989247312,0.7464153859362926,0.030700241462573302,0.056841769120229924,0.3445017182130584,0.7355542199708079,0.06916177992411177,0.11519678253375468,0.33533705452984114,0.7181677685240835,0.13470162124870644,0.19219884336163404,0.33533705452984114,0.6852408345496694,0.2694032424974129,0.29877582249426166,0.32727532913566115,0.6474628659740705,0.3944463608140738,0.3577350226810574,0.31432987035288057,0.565424572851378,0.6314246291824768,0.4197191172255661
14,2012-01-01,2012-04-30,2012-07-01,2012-10-31,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",21180,23294,0.5010013031313479,0.30603448275862066,0.7472310466214476,0.012245601931700587,0.023548922056384744,0.35268817204301073,0.7452133596634326,0.028285615729561918,0.052371068178189366,0.29467353951890035,0.730574396840388,0.05915833045877889,0.09853490376328643,0.28853585229712325,0.7088091353996737,0.11590203518454639,0.165374677002584,0.2904680120223272,0.66729629947626,0.23335632976888582,0.25879877582249433,0.29493417286777335,0.6280587275693311,0.35546740255260434,0.32238385734396996,0.2871984201940414,0.5382931226925388,0.5769230769230769,0.3834909716251075
15,2012-01-01,2012-04-30,2012-07-01,2012-10-31,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=100, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",21180,23294,0.4975503246156654,0.3448275862068966,0.7480037777968576,0.013797861331493619,0.026533996683250415,0.3311827956989247,0.7443547694685326,0.026560883063125217,0.049177710362446114,0.3402061855670103,0.7351249248733579,0.0682994135908934,0.11376041367423154,0.3447831687419493,0.7200566669528634,0.1384960331148672,0.19761289528731388,0.34134821811936455,0.6876448870953894,0.2742324939634357,0.3041315990818669,0.3295649685174585,0.6488366102859106,0.39720593308037255,0.3602377600500548,0.30617326350133084,0.5572679659998283,0.615039668851328,0.4088277443393523
